Year,Suburb,Sex,Age Group,Population
06/30/2016 12:00:00 AM,Cook       ,FEMALE,11-20,139
06/30/2016 12:00:00 AM,Cook       ,FEMALE,21-30,167
06/30/2016 12:00:00 AM,Cook       ,FEMALE,31-40,226
06/30/2016 12:00:00 AM,Cook       ,FEMALE,41-50,208
06/30/2016 12:00:00 AM,Cook       ,FEMALE,51-60,203
06/30/2016 12:00:00 AM,Cook       ,FEMALE,60+,371
06/30/2016 12:00:00 AM,Cook       ,MALE,0-10,216
06/30/2016 12:00:00 AM,Cook       ,MALE,11-20,149
06/30/2016 12:00:00 AM,Cook       ,MALE,21-30,144
06/30/2016 12:00:00 AM,Cook       ,MALE,31-40,176
06/30/2016 12:00:00 AM,Cook       ,MALE,41-50,178
06/30/2016 12:00:00 AM,Cook       ,MALE,51-60,169
06/30/2016 12:00:00 AM,Cook       ,MALE,60+,301
06/30/2017 12:00:00 AM,Cook       ,FEMALE,0-10,205
06/30/2017 12:00:00 AM,Cook       ,FEMALE,11-20,138
06/30/2017 12:00:00 AM,Cook       ,FEMALE,21-30,158
06/30/2017 12:00:00 AM,Cook       ,FEMALE,31-40,214
06/30/2017 12:00:00 AM,Cook       ,FEMALE,41-50,206
06/30/2017 12:00:00 AM,Cook       ,FEMALE,51-60,203
06/30/2017 12:00:00 AM,Cook       ,FEMALE,60+,380
06/30/2017 12:00:00 AM,Cook       ,MALE,0-10,213
06/30/2017 12:00:00 AM,Cook       ,MALE,11-20,156
06/30/2017 12:00:00 AM,Cook       ,MALE,21-30,128
06/30/2017 12:00:00 AM,Cook       ,MALE,31-40,169
06/30/2017 12:00:00 AM,Cook       ,MALE,41-50,175
06/30/2017 12:00:00 AM,Cook       ,MALE,51-60,178
06/30/2017 12:00:00 AM,Cook       ,MALE,60+,298
06/30/2018 12:00:00 AM,Cook       ,FEMALE,0-10,197
06/30/2018 12:00:00 AM,Cook       ,FEMALE,11-20,148
06/30/2018 12:00:00 AM,Cook       ,FEMALE,21-30,144
06/30/2018 12:00:00 AM,Cook       ,FEMALE,31-40,210
06/30/2018 12:00:00 AM,Cook       ,FEMALE,41-50,199
06/30/2018 12:00:00 AM,Cook       ,FEMALE,51-60,206
06/30/2018 12:00:00 AM,Cook       ,FEMALE,60+,386
06/30/2018 12:00:00 AM,Cook       ,MALE,0-10,215
06/30/2018 12:00:00 AM,Cook       ,MALE,11-20,156
06/30/2018 12:00:00 AM,Cook       ,MALE,21-30,121
06/30/2018 12:00:00 AM,Cook       ,MALE,31-40,164
06/30/2018 12:00:00 AM,Cook       ,MALE,41-50,170
06/30/2018 12:00:00 AM,Cook       ,MALE,51-60,179
06/30/2018 12:00:00 AM,Cook       ,MALE,60+,298
06/30/2015 12:00:00 AM,Kowen      ,FEMALE,0-10,2
06/30/2015 12:00:00 AM,Kowen      ,FEMALE,11-20,0
06/30/2015 12:00:00 AM,Kowen      ,FEMALE,21-30,2
06/30/2015 12:00:00 AM,Kowen      ,FEMALE,31-40,5
06/30/2015 12:00:00 AM,Kowen      ,FEMALE,41-50,1
06/30/2015 12:00:00 AM,Kowen      ,FEMALE,51-60,4
06/30/2015 12:00:00 AM,Kowen      ,FEMALE,60+,3
06/30/2015 12:00:00 AM,Kowen      ,MALE,0-10,6
06/30/2015 12:00:00 AM,Kowen      ,MALE,11-20,2
06/30/2015 12:00:00 AM,Kowen      ,MALE,21-30,1
06/30/2015 12:00:00 AM,Kowen      ,MALE,31-40,4
06/30/2015 12:00:00 AM,Kowen      ,MALE,41-50,4
06/30/2015 12:00:00 AM,Kowen      ,MALE,51-60,2
06/30/2015 12:00:00 AM,Kowen      ,MALE,60+,4
06/30/2017 12:00:00 AM,Lawson,FEMALE,0-10,63
06/30/2017 12:00:00 AM,Lawson,FEMALE,11-20,34
06/30/2017 12:00:00 AM,Lawson,FEMALE,21-30,131
06/30/2017 12:00:00 AM,Lawson,FEMALE,31-40,92
06/30/2017 12:00:00 AM,Lawson,FEMALE,41-50,47
06/30/2017 12:00:00 AM,Lawson,FEMALE,51-60,15
06/30/2017 12:00:00 AM,Lawson,FEMALE,60+,13
06/30/2017 12:00:00 AM,Lawson,MALE,0-10,63
06/30/2017 12:00:00 AM,Lawson,MALE,11-20,34
06/30/2017 12:00:00 AM,Lawson,MALE,21-30,149
06/30/2017 12:00:00 AM,Lawson,MALE,31-40,88
06/30/2017 12:00:00 AM,Lawson,MALE,41-50,49
06/30/2017 12:00:00 AM,Lawson,MALE,51-60,14
06/30/2017 12:00:00 AM,Lawson,MALE,60+,11
06/30/2019 12:00:00 AM,Cook       ,FEMALE,0-10,191
06/30/2019 12:00:00 AM,Cook       ,FEMALE,11-20,155
06/30/2019 12:00:00 AM,Cook       ,FEMALE,21-30,130
06/30/2019 12:00:00 AM,Cook       ,FEMALE,31-40,203
06/30/2019 12:00:00 AM,Cook       ,FEMALE,41-50,192
06/30/2019 12:00:00 AM,Cook       ,FEMALE,51-60,213
06/30/2019 12:00:00 AM,Cook       ,FEMALE,60+,392
06/30/2019 12:00:00 AM,Cook       ,MALE,0-10,218
06/30/2019 12:00:00 AM,Cook       ,MALE,11-20,155
06/30/2019 12:00:00 AM,Cook       ,MALE,21-30,117
06/30/2019 12:00:00 AM,Cook       ,MALE,31-40,158
06/30/2019 12:00:00 AM,Cook       ,MALE,41-50,162
06/30/2019 12:00:00 AM,Cook       ,MALE,51-60,177
06/30/2019 12:00:00 AM,Cook       ,MALE,60+,301
06/30/2020 12:00:00 AM,Cook       ,FEMALE,0-10,184
06/30/2020 12:00:00 AM,Cook       ,FEMALE,11-20,161
06/30/2020 12:00:00 AM,Cook       ,FEMALE,21-30,120
06/30/2020 12:00:00 AM,Cook       ,FEMALE,31-40,197
06/30/2020 12:00:00 AM,Cook       ,FEMALE,41-50,185
06/30/2020 12:00:00 AM,Cook       ,FEMALE,51-60,216
06/30/2020 12:00:00 AM,Cook       ,FEMALE,60+,397
06/30/2020 12:00:00 AM,Cook       ,MALE,0-10,216
06/30/2020 12:00:00 AM,Cook       ,MALE,11-20,155
06/30/2020 12:00:00 AM,Cook       ,MALE,21-30,111
06/30/2020 12:00:00 AM,Cook       ,MALE,31-40,150
06/30/2020 12:00:00 AM,Cook       ,MALE,41-50,157
06/30/2020 12:00:00 AM,Cook       ,MALE,51-60,178
06/30/2020 12:00:00 AM,Cook       ,MALE,60+,306
06/30/2015 12:00:00 AM,Dunlop     ,FEMALE,0-10,697
06/30/2015 12:00:00 AM,Dunlop     ,FEMALE,11-20,435
06/30/2015 12:00:00 AM,Dunlop     ,FEMALE,21-30,486
06/30/2015 12:00:00 AM,Dunlop     ,FEMALE,31-40,759
06/30/2015 12:00:00 AM,Dunlop     ,FEMALE,41-50,523
06/30/2015 12:00:00 AM,Dunlop     ,FEMALE,51-60,383
06/30/2015 12:00:00 AM,Dunlop     ,FEMALE,60+,406
06/30/2015 12:00:00 AM,Dunlop     ,MALE,0-10,720
06/30/2015 12:00:00 AM,Dunlop     ,MALE,11-20,486
06/30/2015 12:00:00 AM,Dunlop     ,MALE,21-30,487
06/30/2015 12:00:00 AM,Dunlop     ,MALE,31-40,660
06/30/2015 12:00:00 AM,Dunlop     ,MALE,41-50,540
06/30/2015 12:00:00 AM,Dunlop     ,MALE,51-60,371
06/30/2015 12:00:00 AM,Dunlop     ,MALE,60+,353
06/30/2016 12:00:00 AM,Dunlop     ,FEMALE,0-10,677
06/30/2016 12:00:00 AM,Dunlop     ,FEMALE,11-20,449
06/30/2016 12:00:00 AM,Dunlop     ,FEMALE,21-30,485
06/30/2016 12:00:00 AM,Dunlop     ,FEMALE,31-40,724
06/30/2016 12:00:00 AM,Dunlop     ,FEMALE,41-50,536
06/30/2016 12:00:00 AM,Dunlop     ,FEMALE,51-60,406
06/30/2016 12:00:00 AM,Dunlop     ,FEMALE,60+,431
06/30/2016 12:00:00 AM,Dunlop     ,MALE,0-10,706
06/30/2016 12:00:00 AM,Dunlop     ,MALE,11-20,496
06/30/2016 12:00:00 AM,Dunlop     ,MALE,21-30,486
06/30/2016 12:00:00 AM,Dunlop     ,MALE,31-40,646
06/30/2016 12:00:00 AM,Dunlop     ,MALE,41-50,558
06/30/2016 12:00:00 AM,Dunlop     ,MALE,51-60,381
06/30/2016 12:00:00 AM,Dunlop     ,MALE,60+,373
06/30/2017 12:00:00 AM,Dunlop     ,FEMALE,0-10,669
06/30/2017 12:00:00 AM,Dunlop     ,FEMALE,11-20,457
06/30/2017 12:00:00 AM,Dunlop     ,FEMALE,21-30,475
06/30/2017 12:00:00 AM,Dunlop     ,FEMALE,31-40,704
06/30/2017 12:00:00 AM,Dunlop     ,FEMALE,41-50,541
06/30/2017 12:00:00 AM,Dunlop     ,FEMALE,51-60,425
06/30/2017 12:00:00 AM,Dunlop     ,FEMALE,60+,458
06/30/2017 12:00:00 AM,Dunlop     ,MALE,0-10,695
06/30/2017 12:00:00 AM,Dunlop     ,MALE,11-20,501
06/30/2017 12:00:00 AM,Dunlop     ,MALE,21-30,474
06/30/2017 12:00:00 AM,Dunlop     ,MALE,31-40,645
06/30/2017 12:00:00 AM,Dunlop     ,MALE,41-50,560
06/30/2017 12:00:00 AM,Dunlop     ,MALE,51-60,407
06/30/2017 12:00:00 AM,Dunlop     ,MALE,60+,387
06/30/2018 12:00:00 AM,Dunlop     ,FEMALE,0-10,668
06/30/2018 12:00:00 AM,Dunlop     ,FEMALE,11-20,458
06/30/2018 12:00:00 AM,Dunlop     ,FEMALE,21-30,465
06/30/2018 12:00:00 AM,Dunlop     ,FEMALE,31-40,689
06/30/2018 12:00:00 AM,Dunlop     ,FEMALE,41-50,547
06/30/2018 12:00:00 AM,Dunlop     ,FEMALE,51-60,436
06/30/2018 12:00:00 AM,Dunlop     ,FEMALE,60+,487
06/30/2018 12:00:00 AM,Dunlop     ,MALE,0-10,687
06/30/2018 12:00:00 AM,Dunlop     ,MALE,11-20,502
06/30/2018 12:00:00 AM,Dunlop     ,MALE,21-30,460
06/30/2018 12:00:00 AM,Dunlop     ,MALE,31-40,639
06/30/2018 12:00:00 AM,Dunlop     ,MALE,41-50,563
06/30/2018 12:00:00 AM,Dunlop     ,MALE,51-60,424
06/30/2018 12:00:00 AM,Dunlop     ,MALE,60+,415
06/30/2019 12:00:00 AM,Dunlop     ,FEMALE,0-10,666
06/30/2019 12:00:00 AM,Dunlop     ,FEMALE,11-20,455
06/30/2019 12:00:00 AM,Dunlop     ,FEMALE,21-30,459
06/30/2019 12:00:00 AM,Dunlop     ,FEMALE,31-40,681
06/30/2019 12:00:00 AM,Dunlop     ,FEMALE,41-50,548
06/30/2019 12:00:00 AM,Dunlop     ,FEMALE,51-60,447
06/30/2019 12:00:00 AM,Dunlop     ,FEMALE,60+,512
06/30/2019 12:00:00 AM,Dunlop     ,MALE,0-10,678
06/30/2019 12:00:00 AM,Dunlop     ,MALE,11-20,503
06/30/2019 12:00:00 AM,Dunlop     ,MALE,21-30,452
06/30/2019 12:00:00 AM,Dunlop     ,MALE,31-40,637
06/30/2019 12:00:00 AM,Dunlop     ,MALE,41-50,566
06/30/2019 12:00:00 AM,Dunlop     ,MALE,51-60,436
06/30/2019 12:00:00 AM,Dunlop     ,MALE,60+,439
06/30/2016 12:00:00 AM,Kowen      ,FEMALE,0-10,2
06/30/2016 12:00:00 AM,Kowen      ,FEMALE,11-20,0
06/30/2016 12:00:00 AM,Kowen      ,FEMALE,21-30,2
06/30/2016 12:00:00 AM,Kowen      ,FEMALE,31-40,5
06/30/2016 12:00:00 AM,Kowen      ,FEMALE,41-50,1
06/30/2016 12:00:00 AM,Kowen      ,FEMALE,51-60,4
06/30/2016 12:00:00 AM,Kowen      ,FEMALE,60+,3
06/30/2016 12:00:00 AM,Kowen      ,MALE,0-10,6
06/30/2016 12:00:00 AM,Kowen      ,MALE,11-20,2
06/30/2016 12:00:00 AM,Kowen      ,MALE,21-30,1
06/30/2016 12:00:00 AM,Kowen      ,MALE,31-40,4
06/30/2016 12:00:00 AM,Kowen      ,MALE,41-50,4
06/30/2016 12:00:00 AM,Kowen      ,MALE,51-60,2
06/30/2016 12:00:00 AM,Kowen      ,MALE,60+,4
06/30/2016 12:00:00 AM,Molonglo,FEMALE,0-10,27
06/30/2016 12:00:00 AM,Molonglo,FEMALE,11-20,17
06/30/2016 12:00:00 AM,Molonglo,FEMALE,21-30,58
06/30/2016 12:00:00 AM,Molonglo,FEMALE,31-40,38
06/30/2016 12:00:00 AM,Molonglo,FEMALE,41-50,28
06/30/2016 12:00:00 AM,Molonglo,FEMALE,51-60,8
06/30/2016 12:00:00 AM,Molonglo,FEMALE,60+,6
06/30/2016 12:00:00 AM,Molonglo,MALE,0-10,26
06/30/2016 12:00:00 AM,Molonglo,MALE,11-20,18
06/30/2016 12:00:00 AM,Molonglo,MALE,21-30,69
06/30/2016 12:00:00 AM,Molonglo,MALE,31-40,38
06/30/2016 12:00:00 AM,Molonglo,MALE,41-50,22
06/30/2016 12:00:00 AM,Molonglo,MALE,51-60,5
06/30/2016 12:00:00 AM,Molonglo,MALE,60+,8
06/30/2020 12:00:00 AM,Dunlop     ,FEMALE,0-10,656
06/30/2020 12:00:00 AM,Dunlop     ,FEMALE,11-20,470
06/30/2020 12:00:00 AM,Dunlop     ,FEMALE,21-30,441
06/30/2020 12:00:00 AM,Dunlop     ,FEMALE,31-40,672
06/30/2020 12:00:00 AM,Dunlop     ,FEMALE,41-50,555
06/30/2020 12:00:00 AM,Dunlop     ,FEMALE,51-60,451
06/30/2020 12:00:00 AM,Dunlop     ,FEMALE,60+,541
06/30/2020 12:00:00 AM,Dunlop     ,MALE,0-10,671
06/30/2020 12:00:00 AM,Dunlop     ,MALE,11-20,509
06/30/2020 12:00:00 AM,Dunlop     ,MALE,21-30,443
06/30/2020 12:00:00 AM,Dunlop     ,MALE,31-40,634
06/30/2020 12:00:00 AM,Dunlop     ,MALE,41-50,559
06/30/2020 12:00:00 AM,Dunlop     ,MALE,51-60,459
06/30/2020 12:00:00 AM,Dunlop     ,MALE,60+,454
06/30/2015 12:00:00 AM,Evatt      ,FEMALE,0-10,330
06/30/2015 12:00:00 AM,Evatt      ,FEMALE,11-20,317
06/30/2015 12:00:00 AM,Evatt      ,FEMALE,21-30,369
06/30/2015 12:00:00 AM,Evatt      ,FEMALE,31-40,399
06/30/2015 12:00:00 AM,Evatt      ,FEMALE,41-50,431
06/30/2015 12:00:00 AM,Evatt      ,FEMALE,51-60,367
06/30/2015 12:00:00 AM,Evatt      ,FEMALE,60+,466
06/30/2015 12:00:00 AM,Evatt      ,MALE,0-10,453
06/30/2015 12:00:00 AM,Evatt      ,MALE,11-20,366
06/30/2015 12:00:00 AM,Evatt      ,MALE,21-30,291
06/30/2015 12:00:00 AM,Evatt      ,MALE,31-40,434
06/30/2015 12:00:00 AM,Evatt      ,MALE,41-50,386
06/30/2015 12:00:00 AM,Evatt      ,MALE,51-60,334
06/30/2015 12:00:00 AM,Evatt      ,MALE,60+,419
06/30/2016 12:00:00 AM,Evatt      ,FEMALE,0-10,328
06/30/2016 12:00:00 AM,Evatt      ,FEMALE,11-20,318
06/30/2016 12:00:00 AM,Evatt      ,FEMALE,21-30,355
06/30/2016 12:00:00 AM,Evatt      ,FEMALE,31-40,388
06/30/2016 12:00:00 AM,Evatt      ,FEMALE,41-50,444
06/30/2016 12:00:00 AM,Evatt      ,FEMALE,51-60,359
06/30/2016 12:00:00 AM,Evatt      ,FEMALE,60+,476
06/30/2016 12:00:00 AM,Evatt      ,MALE,0-10,446
06/30/2016 12:00:00 AM,Evatt      ,MALE,11-20,364
06/30/2016 12:00:00 AM,Evatt      ,MALE,21-30,290
06/30/2016 12:00:00 AM,Evatt      ,MALE,31-40,430
06/30/2016 12:00:00 AM,Evatt      ,MALE,41-50,391
06/30/2016 12:00:00 AM,Evatt      ,MALE,51-60,342
06/30/2016 12:00:00 AM,Evatt      ,MALE,60+,418
06/30/2017 12:00:00 AM,Evatt      ,FEMALE,0-10,332
06/30/2017 12:00:00 AM,Evatt      ,FEMALE,11-20,318
06/30/2017 12:00:00 AM,Evatt      ,FEMALE,21-30,334
06/30/2017 12:00:00 AM,Evatt      ,FEMALE,31-40,384
06/30/2017 12:00:00 AM,Evatt      ,FEMALE,41-50,446
06/30/2017 12:00:00 AM,Evatt      ,FEMALE,51-60,358
06/30/2017 12:00:00 AM,Evatt      ,FEMALE,60+,487
06/30/2017 12:00:00 AM,Evatt      ,MALE,0-10,434
06/30/2017 12:00:00 AM,Evatt      ,MALE,11-20,365
06/30/2017 12:00:00 AM,Evatt      ,MALE,21-30,291
06/30/2017 12:00:00 AM,Evatt      ,MALE,31-40,421
06/30/2017 12:00:00 AM,Evatt      ,MALE,41-50,401
06/30/2017 12:00:00 AM,Evatt      ,MALE,51-60,328
06/30/2017 12:00:00 AM,Evatt      ,MALE,60+,433
06/30/2018 12:00:00 AM,Evatt      ,FEMALE,0-10,334
06/30/2018 12:00:00 AM,Evatt      ,FEMALE,11-20,322
06/30/2018 12:00:00 AM,Evatt      ,FEMALE,21-30,314
06/30/2018 12:00:00 AM,Evatt      ,FEMALE,31-40,382
06/30/2018 12:00:00 AM,Evatt      ,FEMALE,41-50,447
06/30/2018 12:00:00 AM,Evatt      ,FEMALE,51-60,351
06/30/2018 12:00:00 AM,Evatt      ,FEMALE,60+,501
06/30/2018 12:00:00 AM,Evatt      ,MALE,0-10,425
06/30/2018 12:00:00 AM,Evatt      ,MALE,11-20,363
06/30/2018 12:00:00 AM,Evatt      ,MALE,21-30,288
06/30/2018 12:00:00 AM,Evatt      ,MALE,31-40,422
06/30/2018 12:00:00 AM,Evatt      ,MALE,41-50,393
06/30/2018 12:00:00 AM,Evatt      ,MALE,51-60,325
06/30/2018 12:00:00 AM,Evatt      ,MALE,60+,450
06/30/2019 12:00:00 AM,Evatt      ,FEMALE,0-10,336
06/30/2019 12:00:00 AM,Evatt      ,FEMALE,11-20,319
06/30/2019 12:00:00 AM,Evatt      ,FEMALE,21-30,302
06/30/2019 12:00:00 AM,Evatt      ,FEMALE,31-40,383
06/30/2019 12:00:00 AM,Evatt      ,FEMALE,41-50,443
06/30/2019 12:00:00 AM,Evatt      ,FEMALE,51-60,345
06/30/2019 12:00:00 AM,Evatt      ,FEMALE,60+,516
06/30/2019 12:00:00 AM,Evatt      ,MALE,0-10,416
06/30/2019 12:00:00 AM,Evatt      ,MALE,11-20,366
06/30/2019 12:00:00 AM,Evatt      ,MALE,21-30,282
06/30/2019 12:00:00 AM,Evatt      ,MALE,31-40,416
06/30/2019 12:00:00 AM,Evatt      ,MALE,41-50,392
06/30/2019 12:00:00 AM,Evatt      ,MALE,51-60,328
06/30/2019 12:00:00 AM,Evatt      ,MALE,60+,460
06/30/2020 12:00:00 AM,Evatt      ,FEMALE,0-10,339
06/30/2020 12:00:00 AM,Evatt      ,FEMALE,11-20,319
06/30/2020 12:00:00 AM,Evatt      ,FEMALE,21-30,289
06/30/2020 12:00:00 AM,Evatt      ,FEMALE,31-40,377
06/30/2020 12:00:00 AM,Evatt      ,FEMALE,41-50,434
06/30/2020 12:00:00 AM,Evatt      ,FEMALE,51-60,353
06/30/2020 12:00:00 AM,Evatt      ,FEMALE,60+,524
06/30/2020 12:00:00 AM,Evatt      ,MALE,0-10,404
06/30/2020 12:00:00 AM,Evatt      ,MALE,11-20,369
06/30/2020 12:00:00 AM,Evatt      ,MALE,21-30,277
06/30/2020 12:00:00 AM,Evatt      ,MALE,31-40,410
06/30/2020 12:00:00 AM,Evatt      ,MALE,41-50,395
06/30/2020 12:00:00 AM,Evatt      ,MALE,51-60,332
06/30/2020 12:00:00 AM,Evatt      ,MALE,60+,467
06/30/2017 12:00:00 AM,Kowen      ,FEMALE,0-10,2
06/30/2017 12:00:00 AM,Kowen      ,FEMALE,11-20,0
06/30/2017 12:00:00 AM,Kowen      ,FEMALE,21-30,2
06/30/2017 12:00:00 AM,Kowen      ,FEMALE,31-40,5
06/30/2017 12:00:00 AM,Kowen      ,FEMALE,41-50,1
06/30/2017 12:00:00 AM,Kowen      ,FEMALE,51-60,4
06/30/2017 12:00:00 AM,Kowen      ,FEMALE,60+,3
06/30/2017 12:00:00 AM,Kowen      ,MALE,0-10,6
06/30/2017 12:00:00 AM,Kowen      ,MALE,11-20,2
06/30/2017 12:00:00 AM,Kowen      ,MALE,21-30,1
06/30/2017 12:00:00 AM,Kowen      ,MALE,31-40,4
06/30/2017 12:00:00 AM,Kowen      ,MALE,41-50,4
06/30/2017 12:00:00 AM,Kowen      ,MALE,51-60,2
06/30/2017 12:00:00 AM,Kowen      ,MALE,60+,4
06/30/2017 12:00:00 AM,Molonglo,FEMALE,0-10,55
06/30/2017 12:00:00 AM,Molonglo,FEMALE,11-20,29
06/30/2017 12:00:00 AM,Molonglo,FEMALE,21-30,115
06/30/2017 12:00:00 AM,Molonglo,FEMALE,31-40,79
06/30/2017 12:00:00 AM,Molonglo,FEMALE,41-50,47
06/30/2017 12:00:00 AM,Molonglo,FEMALE,51-60,15
06/30/2017 12:00:00 AM,Molonglo,FEMALE,60+,12
06/30/2017 12:00:00 AM,Molonglo,MALE,0-10,57
06/30/2017 12:00:00 AM,Molonglo,MALE,11-20,31
06/30/2017 12:00:00 AM,Molonglo,MALE,21-30,133
06/30/2017 12:00:00 AM,Molonglo,MALE,31-40,80
06/30/2017 12:00:00 AM,Molonglo,MALE,41-50,42
06/30/2017 12:00:00 AM,Molonglo,MALE,51-60,12
06/30/2017 12:00:00 AM,Molonglo,MALE,60+,11
06/30/2015 12:00:00 AM,Florey     ,FEMALE,0-10,316
06/30/2015 12:00:00 AM,Florey     ,FEMALE,11-20,327
06/30/2015 12:00:00 AM,Florey     ,FEMALE,21-30,397
06/30/2015 12:00:00 AM,Florey     ,FEMALE,31-40,331
06/30/2015 12:00:00 AM,Florey     ,FEMALE,41-50,366
06/30/2015 12:00:00 AM,Florey     ,FEMALE,51-60,382
06/30/2015 12:00:00 AM,Florey     ,FEMALE,60+,564
06/30/2015 12:00:00 AM,Florey     ,MALE,0-10,339
06/30/2015 12:00:00 AM,Florey     ,MALE,11-20,317
06/30/2015 12:00:00 AM,Florey     ,MALE,21-30,368
06/30/2015 12:00:00 AM,Florey     ,MALE,31-40,322
06/30/2015 12:00:00 AM,Florey     ,MALE,41-50,276
06/30/2015 12:00:00 AM,Florey     ,MALE,51-60,371
06/30/2015 12:00:00 AM,Florey     ,MALE,60+,428
06/30/2016 12:00:00 AM,Florey     ,FEMALE,0-10,310
06/30/2016 12:00:00 AM,Florey     ,FEMALE,11-20,329
06/30/2016 12:00:00 AM,Florey     ,FEMALE,21-30,370
06/30/2016 12:00:00 AM,Florey     ,FEMALE,31-40,331
06/30/2016 12:00:00 AM,Florey     ,FEMALE,41-50,343
06/30/2016 12:00:00 AM,Florey     ,FEMALE,51-60,379
06/30/2016 12:00:00 AM,Florey     ,FEMALE,60+,598
06/30/2016 12:00:00 AM,Florey     ,MALE,0-10,329
06/30/2016 12:00:00 AM,Florey     ,MALE,11-20,309
06/30/2016 12:00:00 AM,Florey     ,MALE,21-30,371
06/30/2016 12:00:00 AM,Florey     ,MALE,31-40,308
06/30/2016 12:00:00 AM,Florey     ,MALE,41-50,275
06/30/2016 12:00:00 AM,Florey     ,MALE,51-60,363
06/30/2016 12:00:00 AM,Florey     ,MALE,60+,455
06/30/2017 12:00:00 AM,Florey     ,FEMALE,0-10,304
06/30/2017 12:00:00 AM,Florey     ,FEMALE,11-20,327
06/30/2017 12:00:00 AM,Florey     ,FEMALE,21-30,350
06/30/2017 12:00:00 AM,Florey     ,FEMALE,31-40,327
06/30/2017 12:00:00 AM,Florey     ,FEMALE,41-50,330
06/30/2017 12:00:00 AM,Florey     ,FEMALE,51-60,380
06/30/2017 12:00:00 AM,Florey     ,FEMALE,60+,622
06/30/2017 12:00:00 AM,Florey     ,MALE,0-10,324
06/30/2017 12:00:00 AM,Florey     ,MALE,11-20,302
06/30/2017 12:00:00 AM,Florey     ,MALE,21-30,358
06/30/2017 12:00:00 AM,Florey     ,MALE,31-40,306
06/30/2017 12:00:00 AM,Florey     ,MALE,41-50,262
06/30/2017 12:00:00 AM,Florey     ,MALE,51-60,351
06/30/2017 12:00:00 AM,Florey     ,MALE,60+,490
06/30/2018 12:00:00 AM,Florey     ,FEMALE,0-10,303
06/30/2018 12:00:00 AM,Florey     ,FEMALE,11-20,321
06/30/2018 12:00:00 AM,Florey     ,FEMALE,21-30,328
06/30/2018 12:00:00 AM,Florey     ,FEMALE,31-40,318
06/30/2018 12:00:00 AM,Florey     ,FEMALE,41-50,317
06/30/2018 12:00:00 AM,Florey     ,FEMALE,51-60,378
06/30/2018 12:00:00 AM,Florey     ,FEMALE,60+,656
06/30/2018 12:00:00 AM,Florey     ,MALE,0-10,320
06/30/2018 12:00:00 AM,Florey     ,MALE,11-20,297
06/30/2018 12:00:00 AM,Florey     ,MALE,21-30,343
06/30/2018 12:00:00 AM,Florey     ,MALE,31-40,306
06/30/2018 12:00:00 AM,Florey     ,MALE,41-50,251
06/30/2018 12:00:00 AM,Florey     ,MALE,51-60,339
06/30/2018 12:00:00 AM,Florey     ,MALE,60+,519
06/30/2019 12:00:00 AM,Florey     ,FEMALE,0-10,295
06/30/2019 12:00:00 AM,Florey     ,FEMALE,11-20,313
06/30/2019 12:00:00 AM,Florey     ,FEMALE,21-30,313
06/30/2019 12:00:00 AM,Florey     ,FEMALE,31-40,310
06/30/2019 12:00:00 AM,Florey     ,FEMALE,41-50,303
06/30/2019 12:00:00 AM,Florey     ,FEMALE,51-60,376
06/30/2019 12:00:00 AM,Florey     ,FEMALE,60+,689
06/30/2019 12:00:00 AM,Florey     ,MALE,0-10,316
06/30/2019 12:00:00 AM,Florey     ,MALE,11-20,292
06/30/2019 12:00:00 AM,Florey     ,MALE,21-30,326
06/30/2019 12:00:00 AM,Florey     ,MALE,31-40,305
06/30/2019 12:00:00 AM,Florey     ,MALE,41-50,251
06/30/2019 12:00:00 AM,Florey     ,MALE,51-60,325
06/30/2019 12:00:00 AM,Florey     ,MALE,60+,543
06/30/2020 12:00:00 AM,Florey     ,FEMALE,0-10,290
06/30/2020 12:00:00 AM,Florey     ,FEMALE,11-20,304
06/30/2020 12:00:00 AM,Florey     ,FEMALE,21-30,300
06/30/2020 12:00:00 AM,Florey     ,FEMALE,31-40,301
06/30/2020 12:00:00 AM,Florey     ,FEMALE,41-50,291
06/30/2020 12:00:00 AM,Florey     ,FEMALE,51-60,372
06/30/2020 12:00:00 AM,Florey     ,FEMALE,60+,718
06/30/2020 12:00:00 AM,Florey     ,MALE,0-10,309
06/30/2020 12:00:00 AM,Florey     ,MALE,11-20,293
06/30/2020 12:00:00 AM,Florey     ,MALE,21-30,308
06/30/2020 12:00:00 AM,Florey     ,MALE,31-40,300
06/30/2020 12:00:00 AM,Florey     ,MALE,41-50,251
06/30/2020 12:00:00 AM,Florey     ,MALE,51-60,310
06/30/2020 12:00:00 AM,Florey     ,MALE,60+,569
06/30/2015 12:00:00 AM,Flynn      ,FEMALE,0-10,215
06/30/2015 12:00:00 AM,Flynn      ,FEMALE,11-20,216
06/30/2015 12:00:00 AM,Flynn      ,FEMALE,21-30,202
06/30/2015 12:00:00 AM,Flynn      ,FEMALE,31-40,265
06/30/2015 12:00:00 AM,Flynn      ,FEMALE,41-50,259
06/30/2015 12:00:00 AM,Flynn      ,FEMALE,51-60,256
06/30/2015 12:00:00 AM,Flynn      ,FEMALE,60+,341
06/30/2015 12:00:00 AM,Flynn      ,MALE,0-10,237
06/30/2015 12:00:00 AM,Flynn      ,MALE,11-20,269
06/30/2015 12:00:00 AM,Flynn      ,MALE,21-30,213
06/30/2015 12:00:00 AM,Flynn      ,MALE,31-40,232
